,TICKER,Patrimonio Liq,Ativos,Ativo Circulante,Divida Bruta,Disponbilidade,Divida Liq,Valor de Merc,Valor de Firma,Liquidez Media,Setor,Subsetor,Segmento
208,DEXP4,690.501.000,1.420.508.000,929.272.000,290.410.000,413.336.000,-122.926.000,"<strong class=""value"">1.080.719.423</strong>",957.793.423,"<strong class=""value"">29.309,08</strong>",Materiais Básicos,Químicos,Petroquímicos
209,DIRR3,1.934.466.000,7.189.702.000,3.359.245.000,1.316.863.000,1.341.161.000,-24.298.000,"<strong class=""value"">3.443.975.000</strong>",3.419.677.000,"<strong class=""value"">43.172.550,81</strong>",Consumo Cíclico,Construção Civil,Incorporações
210,DMMO11,-503.962.000,343.940.000,201.458.000,82.000,77.487.000,-77.405.000,"<strong class=""value"">949.254.731</strong>",871.849.731,"<strong class=""value"">16.904,20</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
211,DMMO3,-503.962.000,343.940.000,201.458.000,82.000,77.487.000,-77.405.000,"<strong class=""value"">949.254.731</strong>",871.849.731,"<strong class=""value"">4.084.154,80</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
212,DMVF3,861.621.000,1.517.632.000,452.396.000,26.832.000,51.984.000,-25.152.000,"<strong class=""value"">290.966.342</strong>",265.814.342,"<strong class=""value"">316.774,81</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
213,DOHL3,699.312.000,994.172.000,552.471.000,122.923.000,69.746.000,53.177.000,"<strong class=""value"">472.816.729</strong>",525.993.729,"<strong class=""value"">962,00</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
214,DOHL4,699.312.000,994.172.000,552.471.000,122.923.000,69.746.000,53.177.000,"<strong class=""value"">472.816.729</strong>",525.993.729,"<strong class=""value"">18.120,70</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
215,DOTZ3,-222.238.000,299.375.000,145.603.000,105.111.000,104.201.000,910.000,"<strong class=""value"">133.389.036</strong>",134.299.036,"<strong class=""value"">82.892,63</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
216,DTCY3,-1.655.000,7.028.000,1.777.000,1.011.000,397.000,614.000,"<strong class=""value"">75.739.121</strong>",76.353.121,"<strong class=""value"">1.460,86</strong>",Bens Industriais,Serviços,Serviços Diversos
217,DTCY4,-1.655.000,7.028.000,1.777.000,1.011.000,397.000,614.000,"<strong class=""value"">75.739.121</strong>",76.353.121,"<strong class=""value"">-</strong>",Bens Industriais,Serviços,Serviços Diversos
218,DXCO3,6.411.574.000,16.530.053.000,4.748.995.000,6.077.759.000,1.618.527.000,4.459.232.000,"<strong class=""value"">6.080.395.883</strong>",10.539.627.883,"<strong class=""value"">34.791.324,93</strong>",Materiais Básicos,Madeira e Papel,Madeira
219,EALT3,231.271.000,548.977.000,205.743.000,118.968.000,6.235.000,112.733.000,"<strong class=""value"">201.195.000</strong>",313.928.000,"<strong class=""value"">6.015,93</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
220,EALT4,231.271.000,548.977.000,205.743.000,118.968.000,6.235.000,112.733.000,"<strong class=""value"">201.195.000</strong>",313.928.000,"<strong class=""value"">65.323,04</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
221,ECOR3,2.755.577.000,23.706.125.000,4.013.615.000,16.128.240.000,3.220.065.000,12.908.175.000,"<strong class=""value"">6.517.688.337</strong>",19.425.863.337,"<strong class=""value"">34.484.014,19</strong>",Bens Industriais,Transporte,Exploração de Rodovias
222,ECPR3,141.476.000,276.335.000,1.481.000,0,765.000,-765.000,"<strong class=""value"">171.908.947</strong>",171.143.947,"<strong class=""value"">-</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
223,ECPR4,141.476.000,276.335.000,1.481.000,0,765.000,-765.000,"<strong class=""value"">171.908.947</strong>",171.143.947,"<strong class=""value"">-</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
224,EEEL3,1.510.372.000,5.360.033.000,1.282.591.000,1.733.351.000,403.124.000,1.330.227.000,"<strong class=""value"">2.840.511.500</strong>",4.170.738.500,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
225,EEEL4,1.510.372.000,5.360.033.000,1.282.591.000,1.733.351.000,403.124.000,1.330.227.000,"<strong class=""value"">2.840.511.500</strong>",4.170.738.500,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
226,EGIE3,8.436.831.000,39.397.401.000,6.324.336.000,17.855.653.000,3.085.251.000,14.770.402.000,"<strong class=""value"">35.704.997.902</strong>",50.475.399.902,"<strong class=""value"">85.967.133,00</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
227,EKTR3,2.726.000.000,11.059.000.000,3.442.000.000,5.622.000.000,985.000.000,4.637.000.000,"<strong class=""value"">6.929.012.037</strong>",11.566.012.037,"<strong class=""value"">5.025,50</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
228,EKTR4,2.726.000.000,11.059.000.000,3.442.000.000,5.622.000.000,985.000.000,4.637.000.000,"<strong class=""value"">6.929.012.037</strong>",11.566.012.037,"<strong class=""value"">14.090,00</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
229,ELEK3,226.327.000,563.726.000,331.946.000,223.761.000,65.985.000,157.776.000,"<strong class=""value"">905.051.916</strong>",1.062.827.916,"<strong class=""value"">-</strong>",Materiais Básicos,Químicos,Petroquímicos
230,ELEK4,226.327.000,563.726.000,331.946.000,223.761.000,65.985.000,157.776.000,"<strong class=""value"">905.051.916</strong>",1.062.827.916,"<strong class=""value"">-</strong>",Materiais Básicos,Químicos,Petroquímicos
231,ELET3,113.118.115.000,276.807.009.000,58.035.080.000,71.110.709.000,31.951.002.000,39.159.707.000,"<strong class=""value"">95.352.185.245</strong>",134.511.892.245,"<strong class=""value"">282.262.283,30</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
232,ELET5,113.118.115.000,276.807.009.000,58.035.080.000,71.110.709.000,31.951.002.000,39.159.707.000,"<strong class=""value"">95.352.185.245</strong>",134.511.892.245,"<strong class=""value"">8.500,00</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
233,ELET6,113.118.115.000,276.807.009.000,58.035.080.000,71.110.709.000,31.951.002.000,39.159.707.000,"<strong class=""value"">95.352.185.245</strong>",134.511.892.245,"<strong class=""value"">57.216.814,52</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
234,ELMD3,800.087.000,2.347.841.000,629.144.000,982.800.000,405.803.000,576.997.000,"<strong class=""value"">2.127.753.046</strong>",2.704.750.046,"<strong class=""value"">1.277.014,52</strong>",Comunicações,Mídia,Publicidade
235,ELPL3,2.400.349.000,29.241.635.000,7.582.323.000,7.002.092.000,975.379.000,6.026.713.000,"<strong class=""value"">1.640.949.623</strong>",7.667.662.623,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
236,EMAE3,1.159.056.000,2.047.934.000,917.080.000,0,457.016.000,-457.016.000,"<strong class=""value"">1.673.698.981</strong>",1.216.682.981,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
237,EMAE4,1.159.056.000,2.047.934.000,917.080.000,0,457.016.000,-457.016.000,"<strong class=""value"">1.673.698.981</strong>",1.216.682.981,"<strong class=""value"">390.935,85</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
238,EMBR3,12.757.374.000,52.147.333.000,29.537.258.000,14.344.311.000,7.923.372.000,6.420.939.000,"<strong class=""value"">17.549.021.543</strong>",23.969.960.543,"<strong class=""value"">132.541.300,04</strong>",Bens Industriais,Material de Transporte,Material Aeronáutico e de Defesa
239,ENAT3,3.876.325.000,8.162.980.000,2.392.520.000,2.650.541.000,2.015.107.000,635.434.000,"<strong class=""value"">3.947.232.539</strong>",4.582.666.539,"<strong class=""value"">26.483.750,89</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
240,ENBR3,10.837.579.000,36.636.986.000,12.021.550.000,11.283.035.000,1.738.780.000,9.544.255.000,"<strong class=""value"">13.994.459.653</strong>",23.538.714.653,"<strong class=""value"">27.666.157,79</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
241,ENEV3,12.943.536.000,48.962.462.000,11.306.909.000,23.712.003.000,7.645.856.000,16.066.147.000,"<strong class=""value"">19.949.766.239</strong>",36.015.913.239,"<strong class=""value"">133.083.314,26</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
242,ENGI11,"


()

",12.044.962.000,65.288.716.000,15.282.489.000,31.039.078.000,5.586.731.000,"<strong class=""value"">25.452.347.000</strong>",21.051.529.439,"<strong class=""value"">100 %</strong>", ,Utilidade Pública,Energia Elétrica
243,ENGI3,12.044.962.000,65.288.716.000,15.282.489.000,31.039.078.000,5.586.731.000,25.452.347.000,"<strong class=""value"">21.051.529.439</strong>",46.503.876.439,"<strong class=""value"">81.196,19</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
244,ENGI4,12.044.962.000,65.288.716.000,15.282.489.000,31.039.078.000,5.586.731.000,25.452.347.000,"<strong class=""value"">21.051.529.439</strong>",46.503.876.439,"<strong class=""value"">88.039,70</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
245,ENJU3,353.986.000,433.943.000,321.103.000,0,273.005.000,-273.005.000,"<strong class=""value"">303.945.882</strong>",30.940.882,"<strong class=""value"">891.000,07</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
246,ENMA3B,3.657.630.000,9.020.778.000,2.608.153.000,2.669.063.000,867.050.000,1.802.013.000,"<strong class=""value"">-</strong>",-,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
247,ENMA6B,3.657.630.000,9.020.778.000,2.608.153.000,2.669.063.000,867.050.000,1.802.013.000,"<strong class=""value"">-</strong>",-,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
248,ENMT3,3.549.155.000,12.636.083.000,3.526.777.000,5.258.071.000,709.089.000,4.548.982.000,"<strong class=""value"">14.434.873.208</strong>",18.983.855.208,"<strong class=""value"">289.739,25</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
249,ENMT4,3.549.155.000,12.636.083.000,3.526.777.000,5.258.071.000,709.089.000,4.548.982.000,"<strong class=""value"">14.434.873.208</strong>",18.983.855.208,"<strong class=""value"">29.446,25</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
250,EPAR3,123.860.000,141.876.000,68.209.000,929.000,19.230.000,-18.301.000,"<strong class=""value"">156.333.175</strong>",138.032.175,"<strong class=""value"">63.133,78</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
251,EQPA3,4.452.728.000,14.339.991.000,4.882.121.000,5.179.717.000,1.615.255.000,3.564.462.000,"<strong class=""value"">16.640.829.292</strong>",20.205.291.292,"<strong class=""value"">92.732,81</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
252,EQPA5,4.452.728.000,14.339.991.000,4.882.121.000,5.179.717.000,1.615.255.000,3.564.462.000,"<strong class=""value"">16.640.829.292</strong>",20.205.291.292,"<strong class=""value"">6.326,00</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
253,EQPA6,4.452.728.000,14.339.991.000,4.882.121.000,5.179.717.000,1.615.255.000,3.564.462.000,"<strong class=""value"">16.640.829.292</strong>",20.205.291.292,"<strong class=""value"">1.005,00</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
254,EQPA7,4.452.728.000,14.339.991.000,4.882.121.000,5.179.717.000,1.615.255.000,3.564.462.000,"<strong class=""value"">16.640.829.292</strong>",20.205.291.292,"<strong class=""value"">10.968,83</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
255,EQTL3,19.573.928.000,98.775.410.000,23.859.945.000,45.185.115.000,9.297.741.000,35.887.374.000,"<strong class=""value"">38.987.618.348</strong>",74.874.992.348,"<strong class=""value"">225.703.321,93</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
256,ESPA3,877.564.000,2.284.958.000,958.676.000,912.536.000,222.324.000,690.212.000,"<strong class=""value"">440.936.141</strong>",1.131.148.141,"<strong class=""value"">2.310.478,30</strong>",Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal
257,ESTR3,-549.899.000,292.428.000,163.813.000,84.648.000,402.000,84.246.000,"<strong class=""value"">54.913.910</strong>",139.159.910,"<strong class=""value"">1.200,00</strong>",Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos
258,ESTR4,-549.899.000,292.428.000,163.813.000,84.648.000,402.000,84.246.000,"<strong class=""value"">54.913.910</strong>",139.159.910,"<strong class=""value"">15.890,43</strong>",Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos
259,ETER3,710.421.000,1.248.870.000,606.002.000,146.010.000,39.890.000,106.120.000,"<strong class=""value"">544.869.392</strong>",650.989.392,"<strong class=""value"">1.896.063,44</strong>",Bens Industriais,Construção e Engenharia,Produtos para Construção
260,EUCA3,2.205.651.000,3.977.512.000,1.506.140.000,739.570.000,223.974.000,515.596.000,"<strong class=""value"">1.441.489.199</strong>",1.957.085.199,"<strong class=""value"">39.968,00</strong>",Materiais Básicos,Madeira e Papel,Madeira
261,EUCA4,2.205.651.000,3.977.512.000,1.506.140.000,739.570.000,223.974.000,515.596.000,"<strong class=""value"">1.441.489.199</strong>",1.957.085.199,"<strong class=""value"">780.336,00</strong>",Materiais Básicos,Madeira e Papel,Madeira
262,EVEN3,1.937.968.000,7.052.266.000,5.447.257.000,1.135.081.000,952.984.000,182.097.000,"<strong class=""value"">1.426.000.000</strong>",1.608.097.000,"<strong class=""value"">5.637.100,11</strong>",Consumo Cíclico,Construção Civil,Incorporações
263,EZTC3,4.598.395.000,5.838.676.000,2.609.601.000,806.467.000,787.954.000,18.513.000,"<strong class=""value"">4.004.322.546</strong>",4.022.835.546,"<strong class=""value"">43.618.653,56</strong>",Consumo Cíclico,Construção Civil,Incorporações
264,FBMC3,-63.552.000,42.032.000,14.549.000,9.440.000,19.000,9.421.000,"<strong class=""value"">904.254</strong>",10.325.254,"<strong class=""value"">-</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
265,FBMC4,-63.552.000,42.032.000,14.549.000,9.440.000,19.000,9.421.000,"<strong class=""value"">904.254</strong>",10.325.254,"<strong class=""value"">-</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
266,FESA3,3.248.512.000,4.136.809.000,1.686.372.000,277.800.000,964.825.000,-687.025.000,"<strong class=""value"">4.435.724.800</strong>",3.748.699.800,"<strong class=""value"">19.141,40</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
267,FESA4,3.248.512.000,4.136.809.000,1.686.372.000,277.800.000,964.825.000,-687.025.000,"<strong class=""value"">4.435.724.800</strong>",3.748.699.800,"<strong class=""value"">8.879.528,56</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
268,FHER3,38.987.000,2.841.334.000,2.106.557.000,1.967.000,45.443.000,-43.476.000,"<strong class=""value"">410.392.504</strong>",366.916.504,"<strong class=""value"">85.040,44</strong>",Materiais Básicos,Químicos,Fertilizantes e Defensivos
269,FIBR3,14.149.003.000,40.818.649.000,12.127.731.000,20.667.096.000,6.110.892.000,14.556.204.000,"<strong class=""value"">36.712.556.310</strong>",51.268.760.310,"<strong class=""value"">-</strong>",Materiais Básicos,Madeira e Papel,Papel e Celulose
270,FIEI3,82.854.000,98.508.000,8.313.000,400.000,3.983.000,-3.583.000,"<strong class=""value"">29.065.836</strong>",25.482.836,"<strong class=""value"">6.152,13</strong>",Consumo Cíclico,Construção Civil,Incorporações
271,FIGE3,157.596.000,162.587.000,2.000,-,2.000,-,"<strong class=""value"">9.497.567</strong>",9.497.567,"<strong class=""value"">-</strong>",Financeiro e Outros,Outros,Outros
272,FIGE4,157.596.000,162.587.000,2.000,-,2.000,-,"<strong class=""value"">9.497.567</strong>",9.497.567,"<strong class=""value"">-</strong>",Financeiro e Outros,Outros,Outros
273,FIQE3,1.079.368.000,1.973.473.000,582.379.000,332.075.000,417.848.000,-85.773.000,"<strong class=""value"">1.343.204.049</strong>",1.257.431.049,"<strong class=""value"">1.161.196,15</strong>",Comunicações,Telecomunicações,Telecomunicações
274,FLEX3,-366.361.000,154.711.000,69.853.000,111.934.000,5.513.000,106.421.000,"<strong class=""value"">0</strong>",106.421.000,"<strong class=""value"">-</strong>",Bens Industriais,Serviços,Serviços Diversos
275,FLRY3,5.177.134.000,11.533.043.000,2.838.559.000,4.076.890.000,976.638.000,3.100.252.000,"<strong class=""value"">9.543.011.493</strong>",12.643.263.493,"<strong class=""value"">48.544.922,19</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
276,FNCN3,14.108.000,17.948.000,12.565.000,-,68.000,-,"<strong class=""value"">13.021.337</strong>",13.021.337,"<strong class=""value"">-</strong>",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento
277,FRAS3,1.926.599.000,3.946.530.000,2.365.256.000,872.494.000,1.009.351.000,-136.857.000,"<strong class=""value"">4.268.958.383</strong>",4.132.101.383,"<strong class=""value"">8.292.042,70</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
278,FRIO3,-439.858.000,1.730.674.000,1.238.494.000,1.530.629.000,149.152.000,1.381.477.000,"<strong class=""value"">447.636.186</strong>",1.829.113.186,"<strong class=""value"">210.581,17</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
279,FRTA3,-74.222.000,30.175.000,2.679.000,65.654.000,692.000,64.962.000,"<strong class=""value"">4.086.676</strong>",69.048.676,"<strong class=""value"">13.585,04</strong>",Consumo não Cíclico,Agropecuária,Agricultura
280,FTRT3B,8.099.000,8.550.000,1.000,0,0,0,"<strong class=""value"">0</strong>",0,"<strong class=""value"">-</strong>",Financeiro e Outros,Outros,Outros
281,G2DI33,834.548.000,929.622.000,20.617.000,90.237.000,20.121.000,70.116.000,"<strong class=""value"">222.058.829</strong>",292.174.829,"<strong class=""value"">89.370,48</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
282,GBIO33,838.438.749,1.401.471.127,626.113.931,263.754.587,56.787.514,206.967.073,"<strong class=""value"">1.108.871.982</strong>",1.315.839.055,"<strong class=""value"">-</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
283,GEPA3,2.123.240.000,3.550.141.000,466.948.000,734.374.000,271.965.000,462.409.000,"<strong class=""value"">2.503.741.110</strong>",2.966.150.110,"<strong class=""value"">16.410,25</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
284,GEPA4,2.123.240.000,3.550.141.000,466.948.000,734.374.000,271.965.000,462.409.000,"<strong class=""value"">2.503.741.110</strong>",2.966.150.110,"<strong class=""value"">79.408,92</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
285,GETT11,3.618.061.000,55.295.410.000,53.007.641.000,1.235.163.000,626.329.000,608.834.000,"<strong class=""value"">-</strong>",-,"<strong class=""value"">1.078.155,63</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos
286,GETT3,3.618.061.000,55.295.410.000,53.007.641.000,1.235.163.000,626.329.000,608.834.000,"<strong class=""value"">-</strong>",-,"<strong class=""value"">75.696,11</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos
287,GETT4,3.618.061.000,55.295.410.000,53.007.641.000,1.235.163.000,626.329.000,608.834.000,"<strong class=""value"">-</strong>",-,"<strong class=""value"">87.049,26</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos
288,GFSA3,1.687.912.000,5.268.073.000,3.656.214.000,1.962.694.000,269.831.000,1.692.863.000,"<strong class=""value"">373.235.056</strong>",2.066.098.056,"<strong class=""value"">17.133.983,04</strong>",Consumo Cíclico,Construção Civil,Incorporações
289,GGBR3,50.600.937.000,76.410.383.000,30.891.754.000,11.478.078.000,6.002.668.000,5.475.410.000,"<strong class=""value"">38.478.862.578</strong>",43.954.272.578,"<strong class=""value"">1.219.735,74</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
290,GGBR4,50.600.937.000,76.410.383.000,30.891.754.000,11.478.078.000,6.002.668.000,5.475.410.000,"<strong class=""value"">38.478.862.578</strong>",43.954.272.578,"<strong class=""value"">258.107.592,48</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
291,GGPS3,2.948.664.000,9.669.145.000,5.488.909.000,3.106.242.000,2.598.072.000,508.170.000,"<strong class=""value"">12.683.852.938</strong>",13.192.022.938,"<strong class=""value"">35.992.721,74</strong>",Bens Industriais,Transporte,Logística
292,GMAT3,8.287.381.000,15.056.338.000,9.306.635.000,3.653.135.000,1.116.813.000,2.536.322.000,"<strong class=""value"">13.609.571.847</strong>",16.145.893.847,"<strong class=""value"">39.999.146,26</strong>",Consumo não Cíclico,Comércio e Distribuição,Alimentos
293,GNDI3,7.116.082.000,17.466.021.000,3.660.284.000,3.779.543.000,1.832.989.000,1.946.554.000,"<strong class=""value"">41.526.443.086</strong>",43.472.997.086,"<strong class=""value"">-</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
294,GOAU3,17.948.083.000,77.423.566.000,31.899.949.000,11.478.078.000,6.979.873.000,4.498.205.000,"<strong class=""value"">10.717.194.245</strong>",15.215.399.245,"<strong class=""value"">1.399.215,78</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
295,GOAU4,17.948.083.000,77.423.566.000,31.899.949.000,11.478.078.000,6.979.873.000,4.498.205.000,"<strong class=""value"">10.717.194.245</strong>",15.215.399.245,"<strong class=""value"">157.264.379,52</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
296,GOLL4,-22.029.004.000,17.191.382.000,3.539.095.000,10.419.375.000,904.929.000,9.514.446.000,"<strong class=""value"">3.525.781.572</strong>",13.040.227.572,"<strong class=""value"">81.987.641,67</strong>",Bens Industriais,Transporte,Transporte Aéreo
297,GPAR3,727.046.000,759.937.000,220.821.000,1.497.000,185.337.000,-183.840.000,"<strong class=""value"">3.983.825.100</strong>",3.799.985.100,"<strong class=""value"">5.000,00</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
298,GPIV33,960.398.000,2.977.115.000,1.149.036.000,857.802.000,1.123.891.000,-266.089.000,"<strong class=""value"">125.413.096</strong>",-140.675.905,"<strong class=""value"">191.281,85</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
299,GRAO3,124.253.000,787.406.000,401.264.000,244.255.000,147.153.000,97.102.000,"<strong class=""value"">0</strong>",97.102.000,"<strong class=""value"">-</strong>",Consumo não Cíclico,Agropecuária,Agricultura
300,GRND3,3.483.508.000,3.865.075.000,2.483.294.000,92.688.000,791.839.000,-699.151.000,"<strong class=""value"">5.972.299.200</strong>",5.273.148.200,"<strong class=""value"">8.356.318,93</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados
301,GSHP3,-840.571.000,1.564.437.000,257.310.000,1.856.656.000,94.301.000,1.762.355.000,"<strong class=""value"">31.824.689</strong>",1.794.179.689,"<strong class=""value"">4.830,75</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
302,GUAR3,4.986.777.000,13.787.909.000,8.700.398.000,3.729.045.000,2.011.667.000,1.717.378.000,"<strong class=""value"">3.169.920.000</strong>",4.887.298.000,"<strong class=""value"">13.763.588,67</strong>",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
303,GUAR4,4.986.777.000,13.787.909.000,8.700.398.000,3.729.045.000,2.011.667.000,1.717.378.000,"<strong class=""value"">3.169.920.000</strong>",4.887.298.000,"<strong class=""value"">-</strong>",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
304,HAGA3,-55.516.045,59.591.735,50.618.362,20.754.086,40.858.227,-20.104.141,"<strong class=""value"">19.278.000</strong>",-826.141,"<strong class=""value"">13.890,96</strong>",Bens Industriais,Construção e Engenharia,Produtos para Construção
305,HAGA4,-55.516.045,59.591.735,50.618.362,20.754.086,40.858.227,-20.104.141,"<strong class=""value"">19.278.000</strong>",-826.141,"<strong class=""value"">31.675,26</strong>",Bens Industriais,Construção e Engenharia,Produtos para Construção
306,HAPV3,49.114.428.000,74.771.863.000,8.911.269.000,10.898.221.000,5.420.105.000,5.478.116.000,"<strong class=""value"">32.042.718.868</strong>",37.520.834.868,"<strong class=""value"">345.372.934,04</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
307,HBOR3,1.394.326.000,5.747.100.000,3.386.258.000,1.938.019.000,268.232.000,1.669.787.000,"<strong class=""value"">384.152.577</strong>",2.053.939.577,"<strong class=""value"">1.478.323,48</strong>",Consumo Cíclico,Construção Civil,Incorporações
308,HBRE3,1.908.598.000,4.308.741.000,267.727.000,1.166.618.000,175.817.000,990.801.000,"<strong class=""value"">520.072.464</strong>",1.510.873.464,"<strong class=""value"">1.346.785,74</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
309,HBSA3,1.585.397.000,6.408.571.000,1.396.148.000,4.356.522.000,797.110.000,3.559.412.000,"<strong class=""value"">2.798.208.126</strong>",6.357.620.126,"<strong class=""value"">42.435.838,63</strong>",Bens Industriais,Transporte,Transporte Hidroviário
310,HBTS5,578.569.000,1.414.467.000,123.697.000,223.651.000,38.594.000,185.057.000,"<strong class=""value"">474.951.724</strong>",660.008.724,"<strong class=""value"">10.400,00</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
311,HETA3,-351.981.000,12.712.000,2.492.000,324.582.000,3.000,324.579.000,"<strong class=""value"">18.749.019</strong>",343.328.019,"<strong class=""value"">-</strong>",Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos
312,HETA4,-351.981.000,12.712.000,2.492.000,324.582.000,3.000,324.579.000,"<strong class=""value"">18.749.019</strong>",343.328.019,"<strong class=""value"">3.142,25</strong>",Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos
313,HGTX3,1.704.935.000,2.457.826.000,1.366.762.000,202.010.000,150.384.000,51.626.000,"<strong class=""value"">6.095.022.638</strong>",6.146.648.638,"<strong class=""value"">-</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Vestuário
314,HOOT3,-208.906.000,503.150.000,42.695.000,1.002.000,11.993.000,-10.991.000,"<strong class=""value"">22.104.583</strong>",11.113.583,"<strong class=""value"">-</strong>",Consumo Cíclico,Hoteis e Restaurantes,Hotelaria
315,HOOT4,-208.906.000,503.150.000,42.695.000,1.002.000,11.993.000,-10.991.000,"<strong class=""value"">22.104.583</strong>",11.113.583,"<strong class=""value"">14.023,56</strong>",Consumo Cíclico,Hoteis e Restaurantes,Hotelaria
316,HYPE3,11.388.432.000,24.270.087.000,8.101.972.000,9.839.348.000,2.218.401.000,7.620.947.000,"<strong class=""value"">22.258.407.720</strong>",29.879.354.720,"<strong class=""value"">107.588.320,74</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
317,IDVL3,237.683.000,3.958.192.000,2.259.554.000,-,385.655.000,-,"<strong class=""value"">224.007.574</strong>",224.007.574,"<strong class=""value"">-</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
