,TICKER,Patrimonio Liq,Ativos,Ativo Circulante,Divida Bruta,Disponbilidade,Divida Liq,Valor de Merc,Valor de Firma,Liquidez Media,Setor,Subsetor,Segmento
429,ODER4,498.120.000,880.221.000,627.752.000,159.611.000,37.980.000,121.631.000,"<strong class=""value"">1.116.407.654</strong>",1.238.038.654,"<strong class=""value"">9.450,50</strong>",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
430,ODPV3,1.467.852.000,2.079.091.000,454.731.000,0,348.442.000,-348.442.000,"<strong class=""value"">6.171.376.556</strong>",5.822.934.556,"<strong class=""value"">17.795.897,63</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
431,OFSA3,669.547.000,1.269.599.000,806.147.000,354.077.000,268.615.000,85.462.000,"<strong class=""value"">1.213.852.635</strong>",1.299.314.635,"<strong class=""value"">101.143,74</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
432,OGXP3,-53.901.000,57.052.000,57.052.000,0,2.000,-2.000,"<strong class=""value"">52.747.074</strong>",52.745.074,"<strong class=""value"">-</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
433,OIBR3,-26.822.862.000,29.725.726.000,10.088.730.000,25.202.942.000,2.483.017.000,22.719.925.000,"<strong class=""value"">457.860.779</strong>",23.177.785.779,"<strong class=""value"">3.512.237,81</strong>",Comunicações,Telecomunicações,Telecomunicações
434,OIBR4,-26.822.862.000,29.725.726.000,10.088.730.000,25.202.942.000,2.483.017.000,22.719.925.000,"<strong class=""value"">457.860.779</strong>",23.177.785.779,"<strong class=""value"">99.815,78</strong>",Comunicações,Telecomunicações,Telecomunicações
435,OMGE3,4.266.602,12.453.805,1.951.259,5.307.579,607.696,4.699.883,"<strong class=""value"">5.521.562.589</strong>",5.526.262.472,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
436,ONCO3,2.214.997.000,8.609.701.000,2.688.720.000,3.615.452.000,601.667.000,3.013.785.000,"<strong class=""value"">5.960.542.057</strong>",8.974.327.057,"<strong class=""value"">25.917.023,30</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
437,OPCT3,794.548.000,2.421.072.000,720.860.000,1.241.383.000,262.438.000,978.945.000,"<strong class=""value"">1.253.746.404</strong>",2.232.691.404,"<strong class=""value"">3.417.126,26</strong>",Bens Industriais,Transporte,Transporte Hidroviário
438,ORVR3,617.519.000,2.239.121.000,606.045.000,1.144.658.000,200.797.000,943.861.000,"<strong class=""value"">2.933.143.435</strong>",3.877.004.435,"<strong class=""value"">13.257.284,70</strong>",Utilidade Pública,Água e Saneamento,Água e Saneamento
439,OSXB3,-6.229.243.000,2.723.524.000,16.000.000,5.874.396.000,3.581.000,5.870.815.000,"<strong class=""value"">13.284.720</strong>",5.884.099.720,"<strong class=""value"">81.702,59</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços
440,PARD3,1.019.315.000,2.578.816.000,932.364.000,541.332.000,357.608.000,183.724.000,"<strong class=""value"">5.403.493.010</strong>",5.587.217.010,"<strong class=""value"">7.882.065,83</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
441,PATI3,845.677.000,1.707.037.000,1.308.112.000,452.997.000,555.430.000,-102.433.000,"<strong class=""value"">698.139.845</strong>",595.706.845,"<strong class=""value"">13.810,71</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
442,PATI4,845.677.000,1.707.037.000,1.308.112.000,452.997.000,555.430.000,-102.433.000,"<strong class=""value"">698.139.845</strong>",595.706.845,"<strong class=""value"">3.300,00</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
443,PCAR3,5.016.000.000,22.685.000.000,7.936.000.000,6.051.000.000,3.740.000.000,2.311.000.000,"<strong class=""value"">1.077.854.885</strong>",3.388.854.885,"<strong class=""value"">34.008.185,37</strong>",Consumo não Cíclico,Comércio e Distribuição,Alimentos
444,PCAR4,5.016.000.000,22.685.000.000,7.936.000.000,6.051.000.000,3.740.000.000,2.311.000.000,"<strong class=""value"">1.077.854.885</strong>",3.388.854.885,"<strong class=""value"">-</strong>",Consumo não Cíclico,Comércio e Distribuição,Alimentos
445,PDGR3,-5.380.594.000,1.050.231.000,808.201.000,1.444.629.000,73.050.000,1.371.579.000,"<strong class=""value"">30.336.724</strong>",1.401.915.724,"<strong class=""value"">2.304.552,63</strong>",Consumo Cíclico,Construção Civil,Incorporações
446,PDTC3,153.248.000,544.663.000,380.262.000,124.877.000,60.244.000,64.633.000,"<strong class=""value"">253.486.925</strong>",318.119.925,"<strong class=""value"">324.245,81</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos
447,PEAB3,690.575.000,875.973.000,268.823.000,112.505.000,227.363.000,-114.858.000,"<strong class=""value"">695.007.286</strong>",580.149.286,"<strong class=""value"">5.210,00</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
448,PEAB4,690.575.000,875.973.000,268.823.000,112.505.000,227.363.000,-114.858.000,"<strong class=""value"">695.007.286</strong>",580.149.286,"<strong class=""value"">97.556,00</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
449,PETR3,386.007.000.000,1.025.496.000.000,147.311.000.000,305.451.000.000,67.147.000.000,238.304.000.000,"<strong class=""value"">463.838.068.213</strong>",702.142.068.213,"<strong class=""value"">419.644.141,22</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
450,PETR4,386.007.000.000,1.025.496.000.000,147.311.000.000,305.451.000.000,67.147.000.000,238.304.000.000,"<strong class=""value"">463.838.068.213</strong>",702.142.068.213,"<strong class=""value"">1.700.912.876,70</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
451,PETZ3,1.801.537.000,3.975.299.000,1.368.756.000,456.429.000,471.765.000,-15.336.000,"<strong class=""value"">1.914.847.298</strong>",1.899.511.298,"<strong class=""value"">49.155.543,74</strong>",Consumo Cíclico,Comércio,Produtos Diversos
452,PFRM3,1.261.606.000,4.686.426.000,3.312.702.000,710.099.000,178.029.000,532.070.000,"<strong class=""value"">692.113.401</strong>",1.224.183.401,"<strong class=""value"">1.921.051,26</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
453,PGMN3,2.557.504.000,8.703.188.000,4.413.719.000,1.740.447.000,530.204.000,1.210.243.000,"<strong class=""value"">1.825.800.150</strong>",3.036.043.150,"<strong class=""value"">3.173.042,78</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
454,PINE3,975.205.000,19.463.408.000,129.903.000,-,0,-,"<strong class=""value"">737.930.416</strong>",737.930.416,"<strong class=""value"">416,00</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
455,PINE4,975.205.000,19.463.408.000,129.903.000,-,0,-,"<strong class=""value"">737.930.416</strong>",737.930.416,"<strong class=""value"">1.132.099,00</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
456,PLAS3,-357.440.000,666.917.000,192.458.000,297.778.000,12.076.000,285.702.000,"<strong class=""value"">84.617.097</strong>",370.319.097,"<strong class=""value"">3.990,50</strong>",Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
457,PLPL3,597.321.000,1.983.031.000,1.699.007.000,465.040.000,346.163.000,118.877.000,"<strong class=""value"">2.408.178.240</strong>",2.527.055.240,"<strong class=""value"">12.271.722,56</strong>",Consumo Cíclico,Construção Civil,Incorporações
458,PMAM3,-4.007.932.000,1.897.517.000,589.949.000,3.635.262.000,24.143.000,3.611.119.000,"<strong class=""value"">184.032.320</strong>",3.795.151.320,"<strong class=""value"">109.548,15</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Cobre
459,PNVL3,1.139.057.000,2.945.705.000,1.735.157.000,1.074.665.000,265.031.000,809.634.000,"<strong class=""value"">1.849.643.016</strong>",2.659.277.016,"<strong class=""value"">4.128.021,59</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
460,PNVL4,1.139.057.000,2.945.705.000,1.735.157.000,1.074.665.000,265.031.000,809.634.000,"<strong class=""value"">1.849.643.016</strong>",2.659.277.016,"<strong class=""value"">-</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
461,POMO3,3.369.746.000,7.613.294.000,4.614.025.000,2.464.319.000,1.431.248.000,1.033.071.000,"<strong class=""value"">5.922.719.841</strong>",6.955.790.841,"<strong class=""value"">1.473.531,63</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
462,POMO4,3.369.746.000,7.613.294.000,4.614.025.000,2.464.319.000,1.431.248.000,1.033.071.000,"<strong class=""value"">5.922.719.841</strong>",6.955.790.841,"<strong class=""value"">46.886.640,93</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
463,PORT3,2.298.892.000,5.764.979.000,813.418.000,2.674.455.000,217.046.000,2.457.409.000,"<strong class=""value"">6.885.826.285</strong>",9.343.235.285,"<strong class=""value"">3.413.414,70</strong>",Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
464,POSI3,1.447.111.000,4.177.805.000,3.364.845.000,1.264.752.000,388.642.000,876.110.000,"<strong class=""value"">957.150.000</strong>",1.833.260.000,"<strong class=""value"">12.955.287,30</strong>",Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
465,POWE3,988.330.000,2.584.222.000,1.271.361.000,37.913.000,425.197.000,-387.284.000,"<strong class=""value"">977.237.930</strong>",589.953.930,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
466,PPAR3,52.217.000,72.249.000,5.842.000,0,5.728.000,-5.728.000,"<strong class=""value"">2.160.800</strong>",-3.567.200,"<strong class=""value"">-</strong>",Financeiro e Outros,Outros,Outros
467,PPLA11,8.000,823.000,814.000,-,0,-,"<strong class=""value"">10.020.211</strong>",10.020.211,"<strong class=""value"">1.668,52</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
468,PRIO3,12.901.104.000,28.521.683.000,5.086.534.000,10.521.714.000,2.225.259.000,8.296.455.000,"<strong class=""value"">39.215.528.297</strong>",47.511.983.297,"<strong class=""value"">502.365.328,48</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
469,PRNR3,227.184.000,724.061.000,367.810.000,272.550.000,93.009.000,179.541.000,"<strong class=""value"">436.161.561</strong>",615.702.561,"<strong class=""value"">2.539.864,30</strong>",Bens Industriais,Serviços,Serviços Diversos
470,PSSA3,11.857.946.000,54.678.125.000,36.302.677.000,0,11.459.454.000,-11.459.454.000,"<strong class=""value"">18.194.931.728</strong>",6.735.477.728,"<strong class=""value"">46.506.062,30</strong>",Financeiro e Outros,Previdência e Seguros,Seguradoras
471,PTBL3,382.221.000,3.035.534.000,1.191.138.000,1.192.623.000,325.731.000,866.892.000,"<strong class=""value"">992.547.677</strong>",1.859.439.677,"<strong class=""value"">5.850.403,89</strong>",Bens Industriais,Construção e Engenharia,Produtos para Construção
472,PTCA11,96.654.000,255.965.000,187.111.000,95.718.000,50.005.000,45.713.000,"<strong class=""value"">0</strong>",45.713.000,"<strong class=""value"">-</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
473,PTCA3,96.654.000,255.965.000,187.111.000,95.718.000,50.005.000,45.713.000,"<strong class=""value"">0</strong>",45.713.000,"<strong class=""value"">-</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
474,PTNT3,374.887.572,856.553.753,438.422.516,258.483.165,169.496.189,88.986.976,"<strong class=""value"">440.269.684</strong>",529.256.660,"<strong class=""value"">10.078,96</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
475,PTNT4,374.887.572,856.553.753,438.422.516,258.483.165,169.496.189,88.986.976,"<strong class=""value"">440.269.684</strong>",529.256.660,"<strong class=""value"">116.519,63</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
476,QGEP3,3.876.325.000,8.162.980.000,2.392.520.000,2.650.541.000,2.015.107.000,635.434.000,"<strong class=""value"">3.864.832.399</strong>",4.500.266.399,"<strong class=""value"">-</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
477,QUAL3,1.326.161.000,4.683.345.000,1.624.016.000,2.331.091.000,1.032.561.000,1.298.530.000,"<strong class=""value"">891.804.981</strong>",2.190.334.981,"<strong class=""value"">23.505.996,93</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
478,QUSW3,76.120.920,225.489.510,96.277.147,68.198.694,23.284.955,44.913.739,"<strong class=""value"">0</strong>",44.913.739,"<strong class=""value"">-</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
479,QVQP3B,146.000,146.000,146.000,0,143.000,-143.000,"<strong class=""value"">0</strong>",-143.000,"<strong class=""value"">-</strong>",Financeiro e Outros,Outros,Outros
480,RADL3,5.721.825.000,19.386.533.000,11.320.805.000,3.104.465.000,619.524.000,2.484.941.000,"<strong class=""value"">48.430.622.968</strong>",50.915.563.968,"<strong class=""value"">170.949.405,44</strong>",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
481,RAIL3,15.936.726.000,49.319.503.000,11.464.205.000,19.076.296.000,6.970.324.000,12.105.972.000,"<strong class=""value"">41.122.444.599</strong>",53.228.416.599,"<strong class=""value"">308.808.665,26</strong>",Bens Industriais,Transporte,Transporte Ferroviário
482,RAIZ4,22.904.161.000,111.551.463.000,47.482.431.000,40.269.447.000,8.733.396.000,31.536.051.000,"<strong class=""value"">36.751.408.668</strong>",68.287.459.668,"<strong class=""value"">85.031.501,22</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
483,RANI3,1.290.936.000,3.473.583.000,1.153.546.000,1.587.291.000,538.080.000,1.049.211.000,"<strong class=""value"">2.722.270.475</strong>",3.771.481.475,"<strong class=""value"">13.040.711,00</strong>",Materiais Básicos,Embalagens,Embalagens
484,RANI4,1.290.936.000,3.473.583.000,1.153.546.000,1.587.291.000,538.080.000,1.049.211.000,"<strong class=""value"">2.722.270.475</strong>",3.771.481.475,"<strong class=""value"">-</strong>",Materiais Básicos,Embalagens,Embalagens
485,RAPT3,2.944.686.000,12.767.413.000,7.444.752.000,5.257.013.000,2.404.895.000,2.852.118.000,"<strong class=""value"">3.860.999.600</strong>",6.713.117.600,"<strong class=""value"">131.392,56</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
486,RAPT4,2.944.686.000,12.767.413.000,7.444.752.000,5.257.013.000,2.404.895.000,2.852.118.000,"<strong class=""value"">3.860.999.600</strong>",6.713.117.600,"<strong class=""value"">19.600.952,30</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
487,RCSL3,116.000,61.315.000,30.058.000,0,49.000,-49.000,"<strong class=""value"">150.384.109</strong>",150.335.109,"<strong class=""value"">1.152.537,96</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
488,RCSL4,116.000,61.315.000,30.058.000,0,49.000,-49.000,"<strong class=""value"">150.384.109</strong>",150.335.109,"<strong class=""value"">2.777.555,44</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
489,RDNI3,581.354.000,2.344.012.000,669.534.000,807.139.000,57.475.000,749.664.000,"<strong class=""value"">196.088.740</strong>",945.752.740,"<strong class=""value"">46.154,89</strong>",Consumo Cíclico,Construção Civil,Incorporações
490,RDOR3,22.773.418.000,95.912.257.000,44.719.274.000,33.678.587.000,31.636.178.000,2.042.409.000,"<strong class=""value"">59.956.572.932</strong>",61.998.981.932,"<strong class=""value"">146.010.890,63</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
491,RECV3,4.429.208.000,6.912.653.000,1.296.353.000,919.560.000,720.895.000,198.665.000,"<strong class=""value"">5.982.934.970</strong>",6.181.599.970,"<strong class=""value"">62.295.476,41</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
492,REDE3,5.841.408.000,26.415.550.000,7.069.129.000,11.928.283.000,1.773.511.000,10.154.772.000,"<strong class=""value"">13.653.792.230</strong>",23.808.564.230,"<strong class=""value"">110.065,41</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
493,RENT3,25.191.514.000,73.841.922.000,15.103.920.000,36.720.981.000,8.494.346.000,28.226.635.000,"<strong class=""value"">64.480.527.356</strong>",92.707.162.356,"<strong class=""value"">401.674.684,19</strong>",Consumo Cíclico,Diversos,Aluguel de carros
494,RLOG3,2.507.239.000,46.607.632.000,11.572.336.000,22.777.523.000,8.473.707.000,14.303.816.000,"<strong class=""value"">10.691.215.482</strong>",24.995.031.482,"<strong class=""value"">-</strong>",Bens Industriais,Transporte,Transporte Ferroviário
495,RNEW11,"


()

",807.164.000,2.732.437.000,89.378.000,1.048.386.000,32.216.000,"<strong class=""value"">1.016.170.000</strong>",296.885.908,"<strong class=""value"">100 %</strong>", ,Utilidade Pública,Energia Elétrica
496,RNEW3,807.164.000,2.732.437.000,89.378.000,1.048.386.000,32.216.000,1.016.170.000,"<strong class=""value"">296.885.908</strong>",1.313.055.908,"<strong class=""value"">175.165,44</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
497,RNEW4,807.164.000,2.732.437.000,89.378.000,1.048.386.000,32.216.000,1.016.170.000,"<strong class=""value"">296.885.908</strong>",1.313.055.908,"<strong class=""value"">407.716,26</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
498,ROMI3,1.134.295.000,2.276.881.000,1.396.962.000,787.752.000,292.837.000,494.915.000,"<strong class=""value"">1.115.386.946</strong>",1.610.301.946,"<strong class=""value"">3.772.752,19</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
499,RPAD3,1.100.649.000,1.105.720.000,62.592.000,0,61.595.000,-61.595.000,"<strong class=""value"">655.695.089</strong>",594.100.089,"<strong class=""value"">4.973,82</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
500,RPAD5,1.100.649.000,1.105.720.000,62.592.000,0,61.595.000,-61.595.000,"<strong class=""value"">655.695.089</strong>",594.100.089,"<strong class=""value"">29.663,67</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
501,RPAD6,1.100.649.000,1.105.720.000,62.592.000,0,61.595.000,-61.595.000,"<strong class=""value"">655.695.089</strong>",594.100.089,"<strong class=""value"">2.235,25</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
502,RPMG3,-5.058.390.000,5.923.485.000,5.549.405.000,4.415.000,1.208.000,3.207.000,"<strong class=""value"">144.860.086</strong>",148.067.086,"<strong class=""value"">15.958,74</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
503,RRRP3,5.185.408.000,19.276.056.000,2.555.695.000,8.556.400.000,796.495.000,7.759.905.000,"<strong class=""value"">6.539.589.261</strong>",14.299.494.261,"<strong class=""value"">182.950.934,04</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
504,RSID3,-1.248.333.000,626.149.000,330.473.000,631.914.000,17.437.000,614.477.000,"<strong class=""value"">80.400.000</strong>",694.877.000,"<strong class=""value"">307.806,52</strong>",Consumo Cíclico,Construção Civil,Incorporações
505,RSUL3,177.966.000,351.336.000,189.204.000,7.700.000,60.775.000,-53.075.000,"<strong class=""value"">189.237.864</strong>",136.162.864,"<strong class=""value"">-</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
506,RSUL4,177.966.000,351.336.000,189.204.000,7.700.000,60.775.000,-53.075.000,"<strong class=""value"">189.237.864</strong>",136.162.864,"<strong class=""value"">177.172,63</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
507,SANB11,"


()

",113.365.610.000,1.126.953.893.000,24.543.149.000,-,0,"<strong class=""value"">-</strong>",116.002.275.359,"<strong class=""value"">100 %</strong>", ,Financeiro e Outros,Intermediários Financeiros
508,SANB3,113.365.610.000,1.126.953.893.000,24.543.149.000,-,0,-,"<strong class=""value"">116.002.275.359</strong>",116.002.275.359,"<strong class=""value"">1.853.779,11</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
509,SANB4,113.365.610.000,1.126.953.893.000,24.543.149.000,-,0,-,"<strong class=""value"">116.002.275.359</strong>",116.002.275.359,"<strong class=""value"">2.076.848,07</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
510,SAPR11,"


()

",9.497.433.000,18.315.489.000,2.696.458.000,5.677.296.000,1.276.092.000,"<strong class=""value"">4.401.204.000</strong>",8.408.347.508,"<strong class=""value"">100 %</strong>", ,Utilidade Pública,Água e Saneamento
511,SAPR3,9.497.433.000,18.315.489.000,2.696.458.000,5.677.296.000,1.276.092.000,4.401.204.000,"<strong class=""value"">8.408.347.508</strong>",12.809.551.508,"<strong class=""value"">1.587.533,63</strong>",Utilidade Pública,Água e Saneamento,Água e Saneamento
512,SAPR4,9.497.433.000,18.315.489.000,2.696.458.000,5.677.296.000,1.276.092.000,4.401.204.000,"<strong class=""value"">8.408.347.508</strong>",12.809.551.508,"<strong class=""value"">12.819.640,85</strong>",Utilidade Pública,Água e Saneamento,Água e Saneamento
513,SBFG3,2.461.642.000,8.232.827.000,4.247.674.000,3.124.008.000,162.883.000,2.961.125.000,"<strong class=""value"">2.687.889.449</strong>",5.649.014.449,"<strong class=""value"">35.045.041,22</strong>",Consumo Cíclico,Comércio,Produtos Diversos
514,SBSP3,29.593.856.000,59.054.629.000,7.120.730.000,19.002.890.000,2.975.269.000,16.027.621.000,"<strong class=""value"">46.909.282.309</strong>",62.936.903.309,"<strong class=""value"">160.251.354,52</strong>",Utilidade Pública,Água e Saneamento,Água e Saneamento
515,SCAR3,1.525.820.000,3.501.217.000,1.220.842.000,1.831.884.000,281.648.000,1.550.236.000,"<strong class=""value"">1.344.702.160</strong>",2.894.938.160,"<strong class=""value"">363.061,85</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
516,SEDU3,415.869.000,4.075.470.000,1.324.326.000,1.941.717.000,216.679.000,1.725.038.000,"<strong class=""value"">6.238.667.820</strong>",7.963.705.820,"<strong class=""value"">-</strong>",Consumo Cíclico,Diversos,Serviços Educacionais
517,SEER3,1.203.795.000,3.428.096.000,730.966.000,706.970.000,183.992.000,522.978.000,"<strong class=""value"">868.870.530</strong>",1.391.848.530,"<strong class=""value"">8.749.745,30</strong>",Consumo Cíclico,Diversos,Serviços Educacionais
518,SEQL3,126.809.000,1.692.632.000,418.709.000,985.405.000,11.409.000,973.996.000,"<strong class=""value"">145.944.083</strong>",1.119.940.083,"<strong class=""value"">3.250.017,07</strong>",Bens Industriais,Transporte,Logística
519,SGPS3,165.504.000,2.553.722.000,759.650.000,1.064.333.000,186.932.000,877.401.000,"<strong class=""value"">69.000.000</strong>",946.401.000,"<strong class=""value"">2.199.146,63</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
520,SHOW3,152.904.000,701.036.000,483.639.000,16.548.000,171.753.000,-155.205.000,"<strong class=""value"">140.892.395</strong>",-14.312.605,"<strong class=""value"">852.027,93</strong>",Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows
521,SHUL3,1.254.949.000,2.399.304.000,1.577.403.000,717.746.000,738.617.000,-20.871.000,"<strong class=""value"">18.447.975.591</strong>",18.427.104.591,"<strong class=""value"">-</strong>",Bens Industriais,Máquinas e Equipamentos,Motores . Compressores e Outros
522,SHUL4,1.254.949.000,2.399.304.000,1.577.403.000,717.746.000,738.617.000,-20.871.000,"<strong class=""value"">18.447.975.591</strong>",18.427.104.591,"<strong class=""value"">3.791.940,63</strong>",Bens Industriais,Máquinas e Equipamentos,Motores . Compressores e Outros
523,SIMH3,3.498.440.000,62.697.615.000,19.524.883.000,41.114.662.000,7.963.016.000,33.151.646.000,"<strong class=""value"">7.310.916.966</strong>",40.462.562.966,"<strong class=""value"">29.978.893,15</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
524,SLCE3,5.197.085.000,16.548.948.000,7.972.235.000,5.081.932.000,1.662.812.000,3.419.120.000,"<strong class=""value"">8.642.712.813</strong>",12.061.832.813,"<strong class=""value"">76.024.481,26</strong>",Consumo não Cíclico,Agropecuária,Agricultura
525,SLED3,-381.277.000,64.369.000,21.688.000,35.982.000,98.000,35.884.000,"<strong class=""value"">16.497.693</strong>",52.381.693,"<strong class=""value"">4.387,67</strong>",Consumo Cíclico,Comércio,Produtos Diversos
526,SLED4,-381.277.000,64.369.000,21.688.000,35.982.000,98.000,35.884.000,"<strong class=""value"">16.497.693</strong>",52.381.693,"<strong class=""value"">207.054,67</strong>",Consumo Cíclico,Comércio,Produtos Diversos
527,SMFT3,4.713.060.000,13.195.348.000,3.471.322.000,3.464.522.000,2.767.011.000,697.511.000,"<strong class=""value"">14.286.724.583</strong>",14.984.235.583,"<strong class=""value"">49.510.604,04</strong>",Consumo Cíclico,Viagens e Lazer,Atividades Esportivas
528,SMLS3,679.678.000,2.734.722.000,1.641.477.000,0,64.721.000,-64.721.000,"<strong class=""value"">2.781.160.547</strong>",2.716.439.547,"<strong class=""value"">-</strong>",Consumo Cíclico,Diversos,Programas de Fidelização
529,SMTO3,5.912.363.000,18.823.785.000,5.687.475.000,9.665.654.000,3.078.281.000,6.587.373.000,"<strong class=""value"">10.156.585.029</strong>",16.743.958.029,"<strong class=""value"">65.936.171,81</strong>",Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
530,SNSY3,-1.895.742.000,512.535.000,303.168.000,136.421.000,7.828.000,128.593.000,"<strong class=""value"">82.313.890</strong>",210.906.890,"<strong class=""value"">5.120,10</strong>",Materiais Básicos,Materiais Diversos,Materiais Diversos
531,SNSY5,-1.895.742.000,512.535.000,303.168.000,136.421.000,7.828.000,128.593.000,"<strong class=""value"">82.313.890</strong>",210.906.890,"<strong class=""value"">41.483,85</strong>",Materiais Básicos,Materiais Diversos,Materiais Diversos
532,SNSY6,-1.895.742.000,512.535.000,303.168.000,136.421.000,7.828.000,128.593.000,"<strong class=""value"">82.313.890</strong>",210.906.890,"<strong class=""value"">-</strong>",Materiais Básicos,Materiais Diversos,Materiais Diversos
533,SOJA3,924.072.000,2.510.353.000,1.823.409.000,703.908.000,796.764.000,-92.856.000,"<strong class=""value"">1.794.589.794</strong>",1.701.733.794,"<strong class=""value"">3.558.312,37</strong>",Consumo não Cíclico,Agropecuária,Agricultura
534,SOMA3,7.637.748.000,10.750.072.000,3.359.784.000,1.329.080.000,175.946.000,1.153.134.000,"<strong class=""value"">5.085.162.977</strong>",6.238.296.977,"<strong class=""value"">117.083.956,07</strong>",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
535,SOND3,57.540.000,96.472.000,58.966.000,0,25.992.000,-25.992.000,"<strong class=""value"">127.489.060</strong>",101.497.060,"<strong class=""value"">-</strong>",Bens Industriais,Construção e Engenharia,Engenharia Consultiva
536,SOND5,57.540.000,96.472.000,58.966.000,0,25.992.000,-25.992.000,"<strong class=""value"">127.489.060</strong>",101.497.060,"<strong class=""value"">5.500,00</strong>",Bens Industriais,Construção e Engenharia,Engenharia Consultiva
